18000474000000 -3.736808163 21.848190048 -0.142208558 -0.000000827 0.000003454 0.721791695 0.692110359
18000535000000 -3.739202413 21.907003445 -0.142208516 -0.000000346 0.000003080 0.718897911 0.695115670
18000614000000 -3.741659941 21.986237084 -0.142208510 -0.000000430 0.000003191 0.715419107 0.698695571
18000667000000 -3.742606730 22.026312511 -0.142208543 -0.000000763 0.000003469 0.714012285 0.700133171
18000694000000 -3.743585402 22.077414785 -0.142208547 -0.000000667 0.000003431 0.712485931 0.701686396
18000805000000 -3.744964285 22.183897184 -0.142208502 -0.000000218 0.000003031 0.709910271 0.704292131
18000858000000 -3.745313972 22.227683560 -0.142208531 -0.000000571 0.000003309 0.708996470 0.705212029
18000884000000 -3.745593591 22.282775313 -0.142208543 -0.000000809 0.000003521 0.707915114 0.706297524
18000950000000 -3.745708570 22.349289379 -0.142208507 -0.000000362 0.000003133 0.706752619 0.707460766
18001003000000 -3.745663423 22.393981963 -0.142208487 -0.000000167 0.000002971 0.706102796 0.708109343
18001105000000 -3.745165065 22.518893330 -0.142208550 -0.000000786 0.000003515 0.705095086 0.709112769
18001134000000 -3.744902091 22.565076792 -0.142208534 -0.000000538 0.000003308 0.704892432 0.709314218
18001183000000 -3.744534017 22.623316427 -0.142208498 -0.000000189 0.000002997 0.704682328 0.709522950
18001294000000 -3.743694477 22.741150165 -0.142208540 -0.000000771 0.000003476 0.704357149 0.709845762
18001345000000 -3.743326101 22.788604784 -0.142208542 -0.000000725 0.000003438 0.704241569 0.709960430
18001393000000 -3.742841659 22.848191579 -0.142208507 -0.000000313 0.000003066 0.704107599 0.710093296
18001439000000 -3.742215901 22.921617540 -0.142208492 -0.000000285 0.000003049 0.703994979 0.710204949
18001528000000 -3.741309982 23.023679446 -0.142208543 -0.000000805 0.000003528 0.703844717 0.710353866
18001555000000 -3.740827289 23.076099567 -0.142208529 -0.000000598 0.000003361 0.703764818 0.710433023
18001605000000 -3.740198011 23.142637509 -0.142208509 -0.000000185 0.000002987 0.703678553 0.710518468
